Taxonomic Code,ID,Date,Year,Site_long,Shelter,Module #,Side,Location,Settlement_Area,TimeStep,size_class,Cover Code,Max Diameter (mm),Max Orthogonal (mm),Height (mm),Status Code,found,Sector,Lateral,Vertical,Sector_Area,Lateral_Area,Vertical_Area,simple_area_mm_squared,simple_area_cm_squared,area_mm_squared,area_cm_squared,Volume_mm_cubed,Volume_cm_cubed,surface_area_mm,surface_area_cm,larval_output,Column,Row,MD,Skipped,Shrank_stasis,InRange,AboveRange,RLE,MinIn,MinAbove,MinInTime,MinShrink_stasis,MinSkipped
MPA,H458,5/29/18,18,Hanauma Bay,High,215,S,D3,0.599628454,5,1,1,3,1.911248637,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,D,3,3,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
MPA,H458,9/9/18,18,Hanauma Bay,High,215,S,D3,0.599628454,6,2,1,6,3,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,14.13716694,0.141371669,56.54866776,0.056548668,94.24777961,0.09424778,-3810.931195,D,3,6,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
MPA,H458,11/27/18,18,Hanauma Bay,High,215,S,D3,0.59363217,7,2,1,9,6.028060058,1,NA,TRUE,BO,O,B,0.14690897,0.296816082,0.295317011,63.61725124,0.636172512,42.60984569,0.426098457,170.4393828,0.170439383,226.9880505,0.226988051,-3804.951932,D,3,9,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
MPA,H458,3/12/19,19,Hanauma Bay,High,215,S,D3,0.599628454,8,4,1,16,10.83100672,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,136.1064445,1.361064445,544.4257781,0.544425778,644.956743,0.644956743,-3785.317647,D,3,16,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
MPA,H458,5/21/19,19,Hanauma Bay,High,215,S,D3,0.599628454,9,4,1,17,11.51714195,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,226.9800692,2.269800692,153.7742163,1.537742163,615.0968653,0.615096865,721.9110156,0.721911016,-3781.607415,D,3,17,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
MPA,H458,9/3/19,19,Hanauma Bay,High,215,S,D3,0.539665609,10,5,1,22,15,2,NA,TRUE,BO,O,B,0.121799529,0.271706641,0.241725219,380.1327111,3.801327111,259.1813939,2.591813939,2073.451151,2.073451151,1313.185729,1.313185729,-3705.043815,D,3,22,FALSE,FALSE,FALSE,TRUE,2,1,10,5,Inf,Inf
MO,H460,5/29/18,18,Hanauma Bay,High,215,S,C4,0.599628454,5,1,1,2,1.369447904,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,2.151123737,0.021511237,8.604494947,0.008604495,21.17086556,0.021170866,-3813.448264,C,4,2,FALSE,FALSE,TRUE,FALSE,1,1,10,5,9,Inf
MO,H460,9/9/18,18,Hanauma Bay,High,215,S,C4,0.599628454,6,2,1,6,4,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,18.84955592,0.188495559,75.39822369,0.075398224,113.0973355,0.113097336,-3809.941593,C,4,6,FALSE,FALSE,TRUE,FALSE,1,1,10,5,9,Inf
MO,H460,11/27/18,18,Hanauma Bay,High,215,S,C4,0.59363217,7,2,1,9,6.655043587,1.406807804,NA,TRUE,BI,I,B,0.148408041,0.298315153,0.295317011,63.61725124,0.636172512,47.04173109,0.470417311,264.7146977,0.264714698,267.7200315,0.267720031,-3800.002478,C,4,9,FALSE,FALSE,TRUE,FALSE,1,1,10,5,9,Inf
MO,H460,3/12/19,19,Hanauma Bay,High,215,S,C4,0.599628454,8,3,2,14,10.43046907,1.766915733,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,114.6889976,1.146889976,810.5831766,0.810583177,614.1820158,0.614182016,-3771.344383,C,4,14,FALSE,FALSE,TRUE,FALSE,1,1,10,5,9,Inf
MO,H460,5/21/19,19,Hanauma Bay,High,215,S,C4,0.599628454,9,3,1,12,8.920298879,1.622872561,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,84.07183628,0.840718363,545.7515051,0.545751505,458.6490535,0.458649054,-3785.248046,C,4,12,FALSE,TRUE,TRUE,FALSE,1,1,10,5,9,Inf
MPA,H461,5/29/18,18,Hanauma Bay,High,215,S,C3,0.599628454,5,1,1,3,1.911248637,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,C,3,3,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,9/9/18,18,Hanauma Bay,High,215,S,C3,0.599628454,6,2,1,6,6,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,28.27433388,0.282743339,113.0973355,0.113097336,150.7964474,0.150796447,-3807.96239,C,3,6,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,11/27/18,18,Hanauma Bay,High,215,S,C3,0.59363217,7,2,1,9,6.028060058,1,NA,TRUE,BI,I,B,0.148408041,0.298315153,0.295317011,63.61725124,0.636172512,42.60984569,0.426098457,170.4393828,0.170439383,226.9880505,0.226988051,-3804.951932,C,3,9,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,3/12/19,19,Hanauma Bay,High,215,S,C3,0.599628454,8,2,1,10,6.714195295,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,52.73316654,0.527331665,210.9326661,0.210932666,273.7645192,0.273764519,-3802.826035,C,3,10,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,5/21/19,19,Hanauma Bay,High,215,S,C3,0.599628454,9,3,1,12,8.086465769,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,76.21314436,0.762131444,304.8525774,0.304852577,380.2508011,0.380250801,-3797.89524,C,3,12,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,9/3/19,19,Hanauma Bay,High,215,S,C3,0.539665609,10,3,1,15,10.14487148,1,NA,TRUE,BI,I,B,0.11992569,0.269832802,0.241725219,176.7145868,1.767145868,119.5164514,1.195164514,478.0658057,0.478065806,572.3135853,0.572313585,-3788.801545,C,3,15,FALSE,FALSE,TRUE,FALSE,1,1,12,5,Inf,12
MPA,H461,3/12/20,20,Hanauma Bay,High,215,S,C3,0.599628454,12,5,1,26,24,2,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,530.9291585,5.309291585,490.088454,4.90088454,3920.707632,3.920707632,2287.079452,2.287079452,-3608.062849,C,3,26,TRUE,FALSE,FALSE,TRUE,2,1,12,5,Inf,12
MPA,H462,5/29/18,18,Hanauma Bay,High,215,S,A4,0.599628454,5,1,1,2,1.225113401,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,1.92440363,0.019244036,7.697614518,0.007697615,20.26398513,0.020263985,-3813.495875,A,4,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H462,9/9/18,18,Hanauma Bay,High,215,S,A4,0.599628454,6,1,1,4,4,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,12.56637061,0.125663706,50.26548246,0.050265482,75.39822369,0.075398224,-3811.261062,A,4,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H462,11/27/18,18,Hanauma Bay,High,215,S,A4,0.59363217,7,2,2,8,5.341924822,1,NA,TRUE,BO,O,B,0.14690897,0.296816082,0.295317011,50.26548246,0.502654825,33.56430355,0.335643036,134.2572142,0.134257214,184.5226967,0.184522697,-3806.851496,A,4,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H462,3/12/19,19,Hanauma Bay,High,215,S,A4,0.599628454,8,3,2,11,7.400330532,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,95.03317777,0.950331778,63.93426609,0.639342661,255.7370644,0.255737064,324.8521027,0.324852103,-3800.473804,A,4,11,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H462,5/21/19,19,Hanauma Bay,High,215,S,A4,0.599628454,9,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,5,Inf,Inf
MPA,H464,5/29/18,18,Hanauma Bay,High,215,S,B3_4,0.599628454,5,1,1,4,2.597383874,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,8.159922098,0.081599221,32.63968839,0.032639688,57.77242962,0.05777243,-3812.186416,B,3_4,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,6,Inf
MPA,H464,9/9/18,18,Hanauma Bay,High,215,S,B3_4,0.599628454,6,1,1,4,2,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,6.283185307,0.062831853,25.13274123,0.025132741,50.26548246,0.050265482,-3812.580531,B,3_4,4,FALSE,TRUE,TRUE,FALSE,1,1,Inf,5,6,Inf
MO,H465,5/29/18,18,Hanauma Bay,High,215,S,A3,0.599628454,5,1,1,1,0.614362806,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,0.785398163,0.007853982,0.48251942,0.004825194,1.930077678,0.001930078,8.213262986,0.008213263,-3813.798671,A,3,1,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,8,12
MO,H465,9/9/18,18,Hanauma Bay,High,215,S,A3,0.599628454,6,1,1,2,1,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,1.570796327,0.015707963,6.283185307,0.006283185,18.84955592,0.018849556,-3813.570133,A,3,2,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,8,12
MO,H465,11/27/18,18,Hanauma Bay,High,215,S,A3_4,0.59363217,7,1,1,4,2.879618099,1.046699875,NA,TRUE,BO,O,B,0.14690897,0.296816082,0.295317011,12.56637061,0.125663706,9.046587064,0.090465871,37.87624621,0.037876246,62.49278537,0.062492785,-3811.911497,A,3_4,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,8,12
MO,H465,3/12/19,19,Hanauma Bay,High,215,S,A3_4,0.599628454,8,1,2,2,1.369447904,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,2.151123737,0.021511237,8.604494947,0.008604495,21.17086556,0.021170866,-3813.448264,A,3_4,2,FALSE,TRUE,TRUE,FALSE,1,1,Inf,5,8,12
PR,H466,5/29/18,18,Hanauma Bay,High,215,S,A3,0.599628454,5,1,1,4,3.353960107,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,10.53677643,0.105367764,42.14710573,0.042147106,67.27984696,0.067279847,-3811.687277,A,3,4,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
PR,H466,9/9/18,18,Hanauma Bay,High,215,S,A3,0.599628454,6,2,1,6,4,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,18.84955592,0.188495559,75.39822369,0.075398224,113.0973355,0.113097336,-3809.941593,A,3,6,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
PR,H466,11/27/18,18,Hanauma Bay,High,215,S,A3,0.59363217,7,2,1,10,7.948967689,1,NA,TRUE,BO,O,B,0.14690897,0.296816082,0.295317011,78.53981634,0.785398163,62.43104624,0.624310462,249.724185,0.249724185,312.556038,0.312556038,-3800.78948,A,3,10,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
PR,H466,3/12/19,19,Hanauma Bay,High,215,S,A3,0.599628454,8,4,2,16,12.54397527,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,157.6322422,1.576322422,630.5289689,0.630528969,731.0599339,0.731059934,-3780.797229,A,3,16,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
PR,H466,5/21/19,19,Hanauma Bay,High,215,S,A3,0.599628454,9,4,1,20,18,2,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,282.7433388,2.827433388,2261.946711,2.261946711,1382.300768,1.382300768,-3695.147798,A,3,20,FALSE,FALSE,TRUE,FALSE,1,1,10,5,Inf,Inf
PR,H466,9/3/19,19,Hanauma Bay,High,215,S,A3,0.539665609,10,5,1,24,22,2,NA,TRUE,BO,O,B,0.121799529,0.271706641,0.241725219,452.3893421,4.523893421,414.6902303,4.146902303,3317.521842,3.317521842,1960.353816,1.960353816,-3639.730103,A,3,24,FALSE,FALSE,FALSE,TRUE,2,1,10,5,Inf,Inf
MPA,H467,5/29/18,18,Hanauma Bay,High,215,S,A2,0.599628454,5,1,1,4,2.597383874,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,8.159922098,0.081599221,32.63968839,0.032639688,57.77242962,0.05777243,-3812.186416,A,2,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,6,Inf
MPA,H467,9/9/18,18,Hanauma Bay,High,215,S,A2,0.599628454,6,1,1,4,2,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,6.283185307,0.062831853,25.13274123,0.025132741,50.26548246,0.050265482,-3812.580531,A,2,4,FALSE,TRUE,TRUE,FALSE,1,1,Inf,5,6,Inf
MPA,H468,5/29/18,18,Hanauma Bay,High,215,S,A2,0.599628454,5,1,1,3,1.911248637,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,4.503273509,0.045032735,18.01309404,0.018013094,36.86264996,0.03686265,-3812.954313,A,2,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H468,9/9/18,18,Hanauma Bay,High,215,S,A2,0.599628454,6,1,1,4,2,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,12.56637061,0.125663706,6.283185307,0.062831853,25.13274123,0.025132741,50.26548246,0.050265482,-3812.580531,A,2,4,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H468,11/27/18,18,Hanauma Bay,High,215,S,A2,0.59363217,7,2,1,6,3.969654348,1,NA,TRUE,TO,O,T,0.149907112,0.296816082,0.299814224,28.27433388,0.282743339,18.7065554,0.187065554,74.82622162,0.074826222,112.5253335,0.112525333,-3809.971623,A,2,6,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H468,3/12/19,19,Hanauma Bay,High,215,S,A2,0.599628454,8,3,1,12,8.086465769,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,76.21314436,0.762131444,304.8525774,0.304852577,380.2508011,0.380250801,-3797.89524,A,2,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H468,5/21/19,19,Hanauma Bay,High,215,S,A2,0.599628454,9,3,1,14,9.458736242,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,104.004237,1.04004237,416.0169481,0.416016948,503.9815424,0.503981542,-3792.05911,A,2,14,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MPA,H469,5/29/18,18,Hanauma Bay,High,215,S,A2,0.599628454,5,2,1,9,6.028060058,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,63.61725124,0.636172512,42.60984569,0.426098457,170.4393828,0.170439383,226.9880505,0.226988051,-3804.951932,A,2,9,FALSE,FALSE,TRUE,FALSE,1,1,11,5,Inf,11
MPA,H469,9/9/18,18,Hanauma Bay,High,215,S,A2,0.599628454,6,3,1,12,6,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,56.54866776,0.565486678,226.1946711,0.226194671,301.5928947,0.301592895,-3802.02478,A,2,12,FALSE,FALSE,TRUE,FALSE,1,1,11,5,Inf,11
MPA,H469,11/27/18,18,Hanauma Bay,High,215,S,A2,0.59363217,7,4,1,19,12.88941243,1,NA,TRUE,TO,O,T,0.149907112,0.296816082,0.299814224,283.528737,2.83528737,192.3430961,1.923430961,769.3723844,0.769372384,888.7529052,0.888752905,-3773.50795,A,2,19,FALSE,FALSE,TRUE,FALSE,1,1,11,5,Inf,11
MPA,H469,12/3/19,19,Hanauma Bay,High,215,S,A2,0.599628454,11,5,1,24,18,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,452.3893421,4.523893421,339.2920066,3.392920066,1357.168026,1.357168026,1507.964474,1.507964474,-3742.648679,A,2,24,TRUE,FALSE,FALSE,TRUE,2,1,11,5,Inf,11
PC,H470,5/29/18,18,Hanauma Bay,High,215,S,A1,0.599628454,5,2,1,7,5.648949115,1.591284101,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,A,1,7,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H470,9/9/18,18,Hanauma Bay,High,215,S,A1,0.599628454,6,2,1,10,8,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.83185307,0.628318531,251.3274123,0.251327412,314.1592654,0.314159265,-3800.705311,A,1,10,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H470,11/27/18,18,Hanauma Bay,High,215,S,A1,0.59363217,7,4,1,16,12.63447267,4.215325867,NA,TRUE,TO,O,T,0.149907112,0.296816082,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,A,1,16,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H470,3/12/19,19,Hanauma Bay,High,215,S,A1,0.599628454,8,5,2,21,19,2,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,346.3605901,3.463605901,313.3738672,3.133738672,2506.990938,2.506990938,1517.389252,1.517389252,-3682.282976,A,1,21,FALSE,FALSE,FALSE,TRUE,2,1,8,5,11,Inf
PC,H472,5/29/18,18,Hanauma Bay,High,215,S,B1,0.599628454,5,2,1,8,6.425118399,1.882844297,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,40.37020952,0.403702095,304.0432751,0.304043275,256.1229151,0.256122915,-3797.937728,B,1,8,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H472,9/9/18,18,Hanauma Bay,High,215,S,B1,0.599628454,6,3,1,14,10,2,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,109.9557429,1.099557429,879.645943,0.879645943,615.7521601,0.61575216,-3767.718588,B,1,14,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H472,11/27/18,18,Hanauma Bay,High,215,S,B1,0.59363217,7,4,1,20,18,3,NA,TRUE,TI,I,T,0.149907112,0.298315153,0.299814224,314.1592654,3.141592654,282.7433388,2.827433388,3392.920066,3.392920066,1507.964474,1.507964474,-3635.771697,B,1,20,FALSE,FALSE,TRUE,FALSE,1,1,8,5,11,Inf
PC,H472,3/12/19,19,Hanauma Bay,High,215,S,B1,0.599628454,8,5,1,21,19,3,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,346.3605901,3.463605901,313.3738672,3.133738672,3760.486406,3.760486406,1649.336143,1.649336143,-3616.474464,B,1,21,FALSE,FALSE,FALSE,TRUE,2,1,8,5,11,Inf
MPA,H473,5/29/18,18,Hanauma Bay,High,215,S,A1,0.599628454,5,1,1,2,1.225113401,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,1.92440363,0.019244036,7.697614518,0.007697615,20.26398513,0.020263985,-3813.495875,A,1,2,FALSE,FALSE,TRUE,FALSE,1,1,11,5,6,11
MPA,H473,9/9/18,18,Hanauma Bay,High,215,S,A1,0.599628454,6,1,1,2,2,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,3.141592654,0.031415927,3.141592654,0.031415927,12.56637061,0.012566371,25.13274123,0.025132741,-3813.240266,A,1,2,FALSE,TRUE,TRUE,FALSE,1,1,11,5,6,11
PC,H477,5/29/18,18,Hanauma Bay,Low,216,N,B1,0.599628454,5,1,2,5,4.096610547,1.008163708,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,B,1,5,FALSE,FALSE,TRUE,FALSE,1,1,9,5,Inf,Inf
PC,H477,9/9/18,18,Hanauma Bay,Low,216,N,B1,0.485699048,6,2,2,9,8,1,NA,TRUE,TI,I,T,0.149907112,0.247346736,0.299814224,63.61725124,0.636172512,56.54866776,0.565486678,226.1946711,0.226194671,282.7433388,0.282743339,-3802.02478,B,1,9,FALSE,FALSE,TRUE,FALSE,1,1,9,5,Inf,Inf
PC,H477,11/27/18,18,Hanauma Bay,Low,216,N,B1,0.599628454,7,3,2,14,11.0821341,3.632205474,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,121.8544288,1.218544288,1770.401294,1.770401294,806.9231962,0.806923196,-3720.953932,B,1,14,FALSE,FALSE,TRUE,FALSE,1,1,9,5,Inf,Inf
PC,H477,2/26/19,19,Hanauma Bay,Low,216,N,B1,0.599628454,8,4,1,20,18,2,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,282.7433388,2.827433388,2261.946711,2.261946711,1382.300768,1.382300768,-3695.147798,B,1,20,FALSE,FALSE,TRUE,FALSE,1,1,9,5,Inf,Inf
PC,H477,5/28/19,19,Hanauma Bay,Low,216,N,B1,0.473706479,9,5,1,23,20,4,NA,TRUE,TI,I,T,0.149907112,0.229357881,0.299814224,415.4756284,4.154756284,361.2831552,3.612831552,5780.530483,5.780530483,2023.185669,2.023185669,-3510.42215,B,1,23,FALSE,FALSE,FALSE,TRUE,2,1,9,5,Inf,Inf
PC,H478,5/29/18,18,Hanauma Bay,Low,216,N,B2,0.599628454,5,4,1,20,16,4,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,251.3274123,2.513274123,4021.238597,4.021238597,1507.964474,1.507964474,-3602.784974,B,2,20,FALSE,FALSE,TRUE,FALSE,1,1,6,5,8,Inf
PC,H478,9/9/18,18,Hanauma Bay,Low,216,N,A2,0.485699048,6,5,1,24,18,4,B,TRUE,TO,O,T,0.149907112,0.245472896,0.299814224,452.3893421,4.523893421,339.2920066,3.392920066,5428.672105,5.428672105,1960.353816,1.960353816,-3528.894714,A,2,24,FALSE,FALSE,FALSE,TRUE,2,1,6,5,8,Inf
PR,H479,5/29/18,18,Hanauma Bay,Low,216,N,C1,0.599628454,5,2,1,7,5.651463898,1,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.07054556,0.310705456,124.2821823,0.124282182,168.2644794,0.168264479,-3807.375185,C,1,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
PR,H479,9/9/18,18,Hanauma Bay,Low,216,N,C1,0.485699048,6,3,1,12,10,1,NA,TRUE,TI,I,T,0.149907112,0.247346736,0.299814224,113.0973355,1.130973355,94.24777961,0.942477796,376.9911184,0.376991118,452.3893421,0.452389342,-3794.107966,C,1,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
PR,H479,11/27/18,18,Hanauma Bay,Low,216,N,C1,0.599628454,7,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,5,Inf,Inf
MO,H481,5/29/18,18,Hanauma Bay,Low,216,N,D2,0.599628454,5,3,1,12,8.920298879,1.622872561,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,84.07183628,0.840718363,545.7515051,0.545751505,458.6490535,0.458649054,-3785.248046,D,2,12,FALSE,FALSE,TRUE,FALSE,1,1,8,5,Inf,Inf
MO,H481,9/9/18,18,Hanauma Bay,Low,216,N,D2,0.485699048,6,3,1,15,14,1,NA,TRUE,TO,O,T,0.149907112,0.245472896,0.299814224,176.7145868,1.767145868,164.9336143,1.649336143,659.7344573,0.659734457,753.9822369,0.753982237,-3779.263941,D,2,15,FALSE,FALSE,TRUE,FALSE,1,1,8,5,Inf,Inf
MO,H481,11/27/18,18,Hanauma Bay,Low,216,N,D2,0.599628454,7,4,2,20,15,3,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,235.619449,2.35619449,2827.433388,2.827433388,1319.468915,1.319468915,-3665.459747,D,2,20,FALSE,FALSE,TRUE,FALSE,1,1,8,5,Inf,Inf
MO,H481,2/26/19,19,Hanauma Bay,Low,216,N,D2,0.599628454,8,5,1,24,17,1,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,452.3893421,4.523893421,320.4424507,3.204424507,1281.769803,1.281769803,1432.56625,1.43256625,-3746.607085,D,2,24,FALSE,FALSE,FALSE,TRUE,2,1,8,5,Inf,Inf
PR,H482,2/13/18,18,Hanauma Bay,Low,216,N,D3,0.599628454,4,1,1,3,2.58812551,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,7.068583471,0.070685835,6.098127067,0.060981271,24.39250827,0.024392508,43.24206419,0.043242064,-3812.619393,D,3,3,FALSE,FALSE,TRUE,FALSE,1,1,Inf,4,Inf,Inf
PR,H482,5/29/18,18,Hanauma Bay,Low,216,N,D3,0.599628454,5,1,1,5,4.119794704,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.17839597,0.16178396,64.71358389,0.064713584,96.12951042,0.09612951,-3810.502537,D,3,5,FALSE,FALSE,TRUE,FALSE,1,1,Inf,4,Inf,Inf
PR,H482,9/9/18,18,Hanauma Bay,Low,216,N,D3,0.485699048,6,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.095565784,0.245472896,0.193005408,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,4,Inf,Inf
MO,H483,5/29/18,18,Hanauma Bay,Low,216,N,B4,0.599628454,5,2,3,8,5.899958489,1.334786218,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,37.07053249,0.370705325,197.9249435,0.197924944,215.3758032,0.215375803,-3803.50894,B,4,8,FALSE,FALSE,TRUE,FALSE,1,1,Inf,5,Inf,Inf
MO,H483,9/9/18,18,Hanauma Bay,Low,216,N,B4,0.485699048,6,NA,NA,NA,NA,NA,NF,FALSE,BI,I,B,0.097439624,0.247346736,0.193005408,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,5,Inf,Inf
